"repository","path","scope","github_compare_change_type","logical_20260714_baseline_state","github_base_anchor","github_head","current_blob_sha1","claim_boundary"
"MassyuRed/mashos-api","ai/services/ai_inference/emlis_ai_step9_dependency_manifest_v3.py","NLS_V3_SUPPORT","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","7661805ad07322aa3a3da2dbabc9f1adfefd8067","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/services/ai_inference/emlis_ai_surface_grammar_catalog_v3.py","NLS_V3_SUPPORT","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","5332beadeae162fc1ceddf444c95cf0171bb1566","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/services/ai_inference/emlis_ai_surface_grammar_catalog_v3_step8.py","NLS_V3_SUPPORT","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","58dab483d29239080360d5bc7f364ee5a47b5fcb","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/services/ai_inference/emlis_ai_typed_surface_ast_v3.py","NLS_V3_SUPPORT","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","102f11d3a3fe441250d869bfb16d3227207142f6","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v2_all_steps_audit_20260713.json","NLS_V2_ALREADY_REFLECTED_20260714","added","already_reflected_in_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","fee5461f469fb943dd23f7fb2ffd5e1f8025fc6e","Already represented by eai714_diff.csv; retained only to explain the GitHub transport-comparison filter."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v2_s12_s13_device_blocked_20260713.json","NLS_V2_ALREADY_REFLECTED_20260714","added","already_reflected_in_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","ee53fbb1bcb0f0f68d2b9496462986440dd197c4","Already represented by eai714_diff.csv; retained only to explain the GitHub transport-comparison filter."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/contract/invalid_v1.jsonl","NLS_V3_STEP0_10_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","3f481903368939190afae2e9e4e5762b6598e629","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/contract/legacy_v1.jsonl","NLS_V3_STEP0_10_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","f5cc32c62792c26df100695753dcb05568f71913","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/contract/step3_valid_artifacts_v1.json","NLS_V3_STEP0_10_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","282d4fc7579054889f40f75dfee1f9f2080702bc","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/contract/valid_v1.jsonl","NLS_V3_STEP0_10_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","4587b36e4f39ebbadcc93e4835a6becf7e81ae55","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","dda3f743890e795e489752c9bc980c7c2e2c256e","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0014.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","e2f6c560ed4809c5557b3d9c1c649977244e11a0","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0015.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","e99d26d067eac1c1d1348a231811cc8a3bad5062","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0016.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","564002dea6dc62ef03ec20d048b16d2da7fd9bb9","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0022.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","946e5cab12897658620d5e23ad67aa0956fab2f6","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0023.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","57b6dd5e0f2d51ef037bc62f759ec8dc501cdb94","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0024.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","5e198ab14f725cca4fb7ea696b70fbb22ab7cfea","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0025.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","225a7580c806fa5870aebd579a4e59f293ac5524","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0026.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","4725f96f26d7c7770cf9637a603b77e56f21e3ee","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0027.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","acd43210f5b1adda6907576bbf770d49bef4e893","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0028_downstream_experiment.json","NLS_V3_STEP11_RC0028","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","2fa58d68f9898ac4055d018898f624da04734fad","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0028_experiment.json","NLS_V3_STEP11_RC0028","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","07c613faf235dc460a1954c1a481a9bec3af38cb","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0029_surface_repair_experiment.json","NLS_V3_STEP11_RC0029","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","4eed2b0399771d58bfb9f995efc84d65dc10b603","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_dependency_manifest_rc0030_surface_planning_experiment.json","NLS_V3_STEP11_RC0030","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","4d71e5f51e484589a1f882299da15926303e6df6","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_development42_rc0025.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","c18f5f65ab07b3f5909b63b84adc4a9a7de152f1","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_development42_rc0026.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","926b29fa92978da41548adf8c16dc358c619adb0","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0014_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","5e75ae60a68b771240c49d302ea6340ae05d485b","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0014_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","1a48716bc117d4ad56ce9d2ce781ec796ce61b21","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0015_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","e5c3adaaed3e94a382b0674cfc4b5b35f71809cf","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0015_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","1c65786481d42cca59a834c372303d5df734bae4","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0016_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","745088a08e3858c70234e1ed91d9f109dfa637a5","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0016_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","7201c9315f1039d54b7d528462ba08550148c2f4","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0022_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","ef244f3f181e22b37223e181872f2b26ae471cb1","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0022_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","fd20f9088efb34b5f159dd9d7fc4ee9939919a4c","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0023_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","f662e7d8813e115a2f00f70652647cb97f72e8c1","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0023_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","0ebbcde54dc51e121de58d5526c991d6eb8e26f5","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0024_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","9eb9cbf1d23255ca4037048872685ced7a1c4250","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0024_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","1a75524b427d56b3908ecb7aaa6859cd91aad85a","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0025_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","0c2de1b993fd841c660b15bfde25cb647ad6a95b","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0025_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","2e52a9c077c00c50811655f9cca4d327e01ba427","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0026_private_verification.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","11f29898a08e6e44d467cc61446c8e756224b7b5","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_final_rc0026_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","f9ad237e2933f26dde2dc85f6d3ac4d9dabd6b7b","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_initial_rc0010_summary.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","f521690bf28bebcfd3bc2ade49f5b06cc7273a1d","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_invalid16_rc0016.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","b79775640c68f60e7dc812ad29b8db8753a2ac4f","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_invalid16_rc0025.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","14581c29b2b7c3ee8c65a78a5efd856b728f3c92","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_invalid16_rc0026.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","db25a26cb143f1f1b0f06df0a3bd01c5ad402d8b","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_known28_rc0016.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","c08f6dfb31c08e385e21806be2d9a1c2fe956ebb","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_known28_rc0025.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","45368d3b4188276592f80cb13591564ad00a54f4","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_known28_rc0026.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","dbe0951ff854e7ac243b7df212f49b2220757b36","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_product_read_failure_rc0020.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","91e00b5cde32e9501abe174c340ea3bd6018f2d3","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_product_read_failure_rc0021.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","1bc364a979506f0d4a13971b33e9d00e2b729afb","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
"MassyuRed/mashos-api","ai/tests/fixtures/emlis_nls_v3/cycle_001/cycle001_product_read_failure_rc0025.json","NLS_V3_STEP11_CYCLE001_CORE","added","new_or_modified_since_20260714_premise","d81865a4bf952cbc091171fb52913d34156f4e9c (GitHub transport comparison anchor; not asserted byte-identical to local ZIP baseline)","25b98ec8b59eaff717d1dc3261ff21156ccce7ed","8c77e330ebb5a5ac6fbdc4ecf23f3b4cdd92e334","NLS v3 offline/disconnected evidence or implementation path; does not claim Cycle 001 acceptance, production connection, E4, or Cycle 002."
