"path","scope","change_type","kind","summary","claim_boundary","size_bytes_before","sha256_before","size_bytes_current","sha256_current"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr3_depth_move_plan.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","11421","86b7d2ceb116a5f98b0b5e3dcee62e6e5fde28c97e73414a5d30cb11571cc00f"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr4_clause_plan.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","11300","b3e1119d27000137682ac1a8190b9ccf9e8deab836f382b01143369cc838c2c1"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr5_multi_move_surface.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","16075","8f2a3ba3cccef806c73e9e6eac821915cd9926de6e56ec3a42beaf25c10eccbd"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr6_runtime_gate.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","17768","d372a83701ef493f6eecd96e4fd09f01749dc0191d364922ce82a5c2ef541a6d"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr7_recovery.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","14525","f6e41c3acfff1db58e4a4de4e923f9028b9ddb9e13da8c82baa03e7ed224aee0"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr8_local_automated_qa.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","28673","b90d59ef4a1ffd8faedf25703199f39214b86c40d529334c219e2770cedcc450"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr9_karen_local_readfeel.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","10593","51f067c23045cdabcef8b5087677d093dc576d94b67ac73ceec283c2b037f54a"
"mashos-api/ai/tests/test_emlis_ai_grounded_observation_i0_inventory.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","8256","236747c8887328bdc7b097c9fc59b58a9c887ad8eafddbb2eb4f5b35f9647b72","8158","cd1c3d5f7c355a82a8924c19124f626bd308782c348a53ba04104949ca805202"
"mashos-api/ai/tests/test_emlis_ai_grounded_observation_i2_i4.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","25822","896f2b3504631e1f7a6bc58021385870e530195b3e219a927d00a98cb16d1d4a","25881","78f467b74ae9c999f82ea4dcd82e1a31f9a1b8c5d33f491489545d7ffa5df973"
"mashos-api/ai/tools/emlis_grounded_human_reception_rr10_verify_device_evidence.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","evidence_bundle_verifier","RR10実機証拠bundleのpath・bytes整合を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","24950","6185bcea0e7f900f7aec805af9c05349b88d8aff2ce5e98af79a4d062211bc82"
